script,estimator,dgp,n_cells,total_runtime_sec,workers,nonprobsvy_version,r_version,platform,commit_sha,run_date
ipw_kim2021,ipw,kim2021,6,1254.90339827538,2,0.3.0,4.6.1,x86_64-pc-linux-gnu,84bcfb1,2026-08-16T05:52:27Z
