script,estimator,dgp,n_cells,total_runtime_sec,workers,nonprobsvy_version,r_version,platform,commit_sha,run_date
dr_glm,dr,default,4,1380.53502607346,2,0.3.0,4.6.0,x86_64-pc-linux-gnu,86d1398,2026-06-07T09:13:07Z
