script,estimator,dgp,n_pop,n_nonprob,n_prob,method_selection,est_method,gee_h_fun,method_outcome,family_outcome,k,pmm_match_type,pmm_weights,pmm_reg_engine,vars_selection,penalty,bias_correction,target_var,var_method,rep_type,num_boot,alpha,n_reps,n_failed,true_target,bias,rmse,mc_se,mean_se,coverage,coverage_mcse,ci_width,runtime_sec,nonprobsvy_version,r_version,commit_sha,run_date
mi_nn_boot,mi,default,10000,500,500,,,,nn,gaussian,1,,,,,,,y,bootstrap,subbootstrap,50,0.05,100,0,1.01043394878497,0.0145156034867474,0.0944326319014274,0.00937804184900435,0.0545935406887555,0.74,0.0438634243989226,0.214002747076965,274.75407910347,0.2.3.9001,4.4.2,2d7b79a,2026-05-14T08:19:33Z
mi_nn_boot,mi,default,10000,500,500,,,,nn,gaussian,5,,,,,,,y,bootstrap,subbootstrap,50,0.05,100,0,1.01043394878497,0.0285933689898963,0.0876957451412955,0.00833209867562491,0.0495508051880374,0.72,0.0448998886412873,0.194235587147028,649.281644105911,0.2.3.9001,4.4.2,2d7b79a,2026-05-14T08:25:48Z
