script,estimator,dgp,n_pop,n_nonprob,n_prob,method_selection,est_method,gee_h_fun,method_outcome,family_outcome,k,pmm_match_type,pmm_weights,pmm_reg_engine,vars_selection,penalty,bias_correction,target_var,var_method,rep_type,num_boot,alpha,n_reps,n_failed,true_target,bias,rmse,mc_se,mean_se,coverage,coverage_mcse,ci_width,runtime_sec,nonprobsvy_version,r_version,commit_sha,run_date
mi_nn,mi,default,10000,500,500,,,,nn,gaussian,1,,,,,,,y,analytic,,,0.05,500,0,1.01043394878497,0.0242790615320921,0.103914053943365,0.0045230777154689,0.067535288246452,0.792,0.0181513635851415,0.264733465297154,64.0988962650299,0.3.0,4.6.0,86d1398,2026-06-07T08:35:31Z
mi_nn,mi,default,10000,500,500,,,,nn,gaussian,5,,,,,,,y,analytic,,,0.05,500,0,1.01043394878497,0.038200444733419,0.0919468705209446,0.00374405420972767,0.0517150931837456,0.708,0.0203340109176719,0.202719440194549,195.829704761505,0.3.0,4.6.0,86d1398,2026-06-07T08:37:42Z
