script,estimator,dgp,n_pop,n_nonprob,n_prob,method_selection,est_method,gee_h_fun,method_outcome,family_outcome,k,pmm_match_type,pmm_weights,pmm_reg_engine,vars_selection,penalty,bias_correction,target_var,var_method,rep_type,num_boot,alpha,n_reps,n_failed,true_target,bias,rmse,mc_se,mean_se,coverage,coverage_mcse,ci_width,runtime_sec,nonprobsvy_version,r_version,commit_sha,run_date
mi_pmm,mi,default,10000,500,500,,,,pmm,gaussian,5,1,none,,,,,y,analytic,,,0.05,500,0,1.01043394878497,0.0111451224934057,0.0843750652284472,0.00374405015684584,0.0543140747400833,0.794,0.0180866801818355,0.21290726068836,118.422029018402,0.2.3.9001,4.4.2,62c764c,2026-05-14T07:01:13Z
mi_pmm,mi,default,10000,500,500,,,,pmm,gaussian,5,2,none,,,,,y,analytic,,,0.05,500,0,1.01043394878497,0.00520749242395592,0.0789930770366438,0.00352852340783258,0.0507361258025645,0.802,0.0178211110764733,0.198881958576239,118.878521203995,0.2.3.9001,4.4.2,62c764c,2026-05-14T07:01:14Z
