script,estimator,dgp,n_cells,total_runtime_sec,workers,nonprobsvy_version,r_version,platform,commit_sha,run_date
mi_nn_boot,mi,default,2,1118.94915914536,2,0.3.0,4.6.1,x86_64-pc-linux-gnu,836beb5,2026-07-26T08:13:36Z
